2.560000000000000000e+02,1.778125762939453125e-03,3.114438056945800781e-02,3.292250633239746094e-02,7.447504997253417969e-02
2.560000000000000000e+02,8.378028869628906250e-04,1.714491844177246094e-02,1.798272132873535156e-02,4.618310928344726562e-02
2.560000000000000000e+02,8.084774017333984375e-04,1.665735244750976562e-02,1.746582984924316406e-02,4.744529724121093750e-02
2.560000000000000000e+02,9.427070617675781250e-04,1.890492439270019531e-02,1.984763145446777344e-02,4.670333862304687500e-02
2.560000000000000000e+02,9.088516235351562500e-04,1.827168464660644531e-02,1.918053627014160156e-02,4.924225807189941406e-02
2.560000000000000000e+02,9.527206420898437500e-04,1.653671264648437500e-02,1.748943328857421875e-02,4.769349098205566406e-02
2.560000000000000000e+02,1.394033432006835938e-03,2.364945411682128906e-02,2.504348754882812500e-02,6.080818176269531250e-02
2.560000000000000000e+02,1.189947128295898438e-03,2.336311340332031250e-02,2.455306053161621094e-02,5.866336822509765625e-02
2.560000000000000000e+02,1.253366470336914062e-03,1.744055747985839844e-02,1.869392395019531250e-02,5.487895011901855469e-02
2.560000000000000000e+02,7.719993591308593750e-04,1.633262634277343750e-02,1.710462570190429688e-02,4.624557495117187500e-02
5.120000000000000000e+02,8.072853088378906250e-04,4.046845436096191406e-02,4.127573966979980469e-02,1.161267757415771484e-01
5.120000000000000000e+02,1.733541488647460938e-03,5.042338371276855469e-02,5.215692520141601562e-02,1.507556438446044922e-01
5.120000000000000000e+02,8.831024169921875000e-04,3.274917602539062500e-02,3.363227844238281250e-02,1.078331470489501953e-01
5.120000000000000000e+02,7.812976837158203125e-04,3.528714179992675781e-02,3.606843948364257812e-02,1.102194786071777344e-01
5.120000000000000000e+02,7.576942443847656250e-04,3.317594528198242188e-02,3.393363952636718750e-02,1.074829101562500000e-01
5.120000000000000000e+02,7.634162902832031250e-04,3.184819221496582031e-02,3.261160850524902344e-02,1.018786430358886719e-01
5.120000000000000000e+02,7.803440093994140625e-04,3.214001655578613281e-02,3.292036056518554688e-02,1.148977279663085938e-01
5.120000000000000000e+02,9.007453918457031250e-04,3.321647644042968750e-02,3.411722183227539062e-02,1.104528903961181641e-01
5.120000000000000000e+02,7.674694061279296875e-04,3.364920616149902344e-02,3.441667556762695312e-02,1.138482093811035156e-01
5.120000000000000000e+02,7.615089416503906250e-04,3.278160095214843750e-02,3.354310989379882812e-02,1.052548885345458984e-01
7.680000000000000000e+02,7.748603820800781250e-04,2.793598175048828125e-02,2.871084213256835938e-02,1.949906349182128906e-01
7.680000000000000000e+02,5.967617034912109375e-04,1.534104347229003906e-02,1.593780517578125000e-02,1.762804985046386719e-01
7.680000000000000000e+02,6.167888641357421875e-04,1.594591140747070312e-02,1.656270027160644531e-02,1.765382289886474609e-01
7.680000000000000000e+02,6.434917449951171875e-04,1.536321640014648438e-02,1.600670814514160156e-02,1.833336353302001953e-01
7.680000000000000000e+02,5.886554718017578125e-04,1.540064811706542969e-02,1.598930358886718750e-02,1.780221462249755859e-01
