2.560000000000000000e+02,1.083803176879882856e-03,3.032467230037954676e-04,1.994457244873047014e-02,4.519970420437733997e-03,2.102837562561035017e-02,4.797508449730092384e-03,5.323386192321777344e-02,8.729704114948706392e-03
5.120000000000000000e+02,8.936405181884765191e-04,2.841350112990741195e-04,3.557395935058593750e-02,5.486406763195688166e-03,3.646759986877441684e-02,5.741317396297782039e-03,1.138750314712524414e-01,1.298828105307866729e-02
7.680000000000000000e+02,6.114244461059570312e-04,5.880044579504324073e-05,1.673030853271484375e-02,3.742189263239173013e-03,1.734173297882080078e-02,3.796676602122392875e-03,1.811712980270385742e-01,5.329242965376871852e-03
1.024000000000000000e+03,6.709814071655273871e-04,1.152331058726355277e-04,2.373781204223632951e-02,3.091640504051025844e-03,2.440879344940185408e-02,3.093446186453394087e-03,2.477880239486694447e-01,9.633319262555345083e-03
1.536000000000000000e+03,7.375001907348633246e-04,1.782761449868135151e-04,3.519885540008545199e-02,5.846106175156671504e-03,3.593635559082031250e-02,5.966381486320966772e-03,5.324203729629516380e-01,1.437100715234825889e-02
2.048000000000000000e+03,7.769107818603515408e-04,1.501942510505925382e-04,5.208947658538818498e-02,3.006512756084822602e-03,5.286638736724853793e-02,2.979920691513754296e-03,8.658864736557007058e-01,3.840039433027245264e-02
3.072000000000000000e+03,7.092475891113281684e-04,1.603696586741748769e-04,9.910440444946289062e-02,4.934669093588033191e-03,9.981365203857421597e-02,5.022030457327856384e-03,1.619599604606628329e+00,3.230242392925365691e-02
4.096000000000000000e+03,6.716251373291015625e-04,1.751132120995265427e-04,1.624093294143676702e-01,7.795019744784632658e-03,1.630809545516967718e-01,7.910872401515273503e-03,2.619305109977722257e+00,3.386460004224217668e-02
6.144000000000000000e+03,6.565093994140624783e-04,7.242536424089086541e-05,3.385183572769164817e-01,2.981140714365748158e-03,3.391748666763305664e-01,2.975119332871175096e-03,5.320193052291870117e+00,4.281453246910570110e-02
8.192000000000000000e+03,8.435010910034179904e-04,2.233160179680991099e-04,6.644949436187743697e-01,2.751682132778714499e-02,6.653384447097778764e-01,2.761065359162680546e-02,9.174672341346740367e+00,7.673115552344274282e-02
