2.560000000000000000e+02,6.947517395019531250e-04,1.888418197631835938e-02,1.957893371582031250e-02,4.657578468322753906e-02
2.560000000000000000e+02,5.807876586914062500e-04,1.916146278381347656e-02,1.974225044250488281e-02,4.488730430603027344e-02
2.560000000000000000e+02,5.581378936767578125e-04,2.236628532409667969e-02,2.292442321777343750e-02,4.814982414245605469e-02
2.560000000000000000e+02,5.698204040527343750e-04,1.892161369323730469e-02,1.949143409729003906e-02,4.478144645690917969e-02
2.560000000000000000e+02,5.602836608886718750e-04,1.901030540466308594e-02,1.957058906555175781e-02,4.689931869506835938e-02
2.560000000000000000e+02,7.233619689941406250e-04,1.878619194030761719e-02,1.950955390930175781e-02,4.497838020324707031e-02
2.560000000000000000e+02,7.634162902832031250e-04,1.981306076049804688e-02,2.057647705078125000e-02,4.731392860412597656e-02
2.560000000000000000e+02,5.667209625244140625e-04,1.886129379272460938e-02,1.942801475524902344e-02,4.547405242919921875e-02
2.560000000000000000e+02,5.438327789306640625e-04,2.030372619628906250e-02,2.084755897521972656e-02,4.554820060729980469e-02
2.560000000000000000e+02,5.600452423095703125e-04,2.119135856628417969e-02,2.175140380859375000e-02,4.731082916259765625e-02
5.120000000000000000e+02,5.486011505126953125e-04,2.530343532562255859e-01,2.535829544067382812e-01,3.019711971282958984e-01
5.120000000000000000e+02,7.791519165039062500e-04,4.491662979125976562e-02,4.569578170776367188e-02,1.068978309631347656e-01
5.120000000000000000e+02,5.776882171630859375e-04,5.234694480895996094e-02,5.292463302612304688e-02,9.967827796936035156e-02
5.120000000000000000e+02,5.674362182617187500e-04,4.278016090393066406e-02,4.334759712219238281e-02,9.621167182922363281e-02
5.120000000000000000e+02,5.617141723632812500e-04,5.255699157714843750e-02,5.311870574951171875e-02,1.125323772430419922e-01
5.120000000000000000e+02,6.780624389648437500e-04,4.299259185791015625e-02,4.367065429687500000e-02,1.009342670440673828e-01
5.120000000000000000e+02,6.804466247558593750e-04,5.478692054748535156e-02,5.546736717224121094e-02,1.051948070526123047e-01
5.120000000000000000e+02,5.700588226318359375e-04,4.809570312500000000e-02,4.866576194763183594e-02,1.182796955108642578e-01
5.120000000000000000e+02,5.657672882080078125e-04,5.221080780029296875e-02,5.277657508850097656e-02,1.030123233795166016e-01
5.120000000000000000e+02,5.652904510498046875e-04,4.289174079895019531e-02,4.345703125000000000e-02,1.043791770935058594e-01
7.680000000000000000e+02,5.815029144287109375e-04,2.145676612854003906e-01,2.151491641998291016e-01,2.890822887420654297e-01
7.680000000000000000e+02,5.788803100585937500e-04,1.477980613708496094e-02,1.535868644714355469e-02,8.738660812377929688e-02
7.680000000000000000e+02,7.719993591308593750e-04,1.383209228515625000e-02,1.460409164428710938e-02,7.765722274780273438e-02
