2.560000000000000000e+02,6.121158599853515842e-04,7.739598837098184646e-05,1.972994804382324080e-02,1.152264966730291587e-03,2.034206390380859444e-02,1.129368871859544581e-03,4.619190692901611189e-02,1.143934426826543607e-03
5.120000000000000000e+02,6.094217300415038846e-04,7.260309245278844924e-05,6.866128444671630582e-02,6.161297433094788806e-02,6.927070617675781805e-02,6.159198928740967915e-02,1.249091625213623047e-01,5.932710477377556302e-02
7.680000000000000000e+02,6.206274032592773221e-04,1.174860111930280511e-04,3.508090972900390625e-02,5.984798159269765633e-02,3.570153713226318498e-02,5.983497259707054594e-02,1.077078819274902288e-01,6.112427118122822078e-02
1.024000000000000000e+03,6.475687026977538846e-04,1.320841704031716396e-04,3.808424472808837752e-02,5.882613642603627679e-02,3.873181343078613281e-02,5.889107067606755286e-02,1.447028398513793834e-01,5.919798278248259576e-02
1.536000000000000000e+03,6.249666213989258246e-04,9.871134129013400924e-05,4.849529266357421875e-02,6.033928401096242539e-02,4.912025928497314176e-02,6.031982832846355391e-02,2.779489994049072488e-01,5.737619493458683689e-02
2.048000000000000000e+03,5.681276321411133029e-04,1.004331012835485635e-05,5.636026859283447404e-02,5.978375245118644488e-02,5.692839622497558594e-02,5.977913148019882439e-02,4.460638523101806419e-01,5.891559068314136671e-02
3.072000000000000000e+03,5.938529968261719184e-04,6.664076937519419525e-05,9.569683074951171320e-02,6.088381250046234067e-02,9.629068374633789618e-02,6.087130825197561990e-02,9.496900558471679243e-01,6.137560782785596997e-02
4.096000000000000000e+03,5.854845046997069879e-04,7.625318347293808527e-05,1.310163497924804743e-01,5.938163094831849786e-02,1.316018342971801702e-01,5.937448523729013661e-02,1.640531349182128951e+00,6.215769955069864322e-02
6.144000000000000000e+03,6.330013275146484375e-04,7.553866677495008021e-05,2.519225358963012584e-01,6.204729247145289450e-02,2.525555372238159069e-01,6.202075689062135078e-02,3.661906623840331942e+00,6.318183688467948755e-02
8.192000000000000000e+03,6.804466247558593750e-04,9.910793922574929690e-05,4.325429916381836049e-01,6.800369166199418669e-02,4.332234382629394642e-01,6.799450955580736700e-02,6.475233006477355779e+00,7.898130349939140593e-02
