1.000000000000000000e+02,5.550336837768554514e-03,6.097657383670644984e-04,1.304435729980468750e-02,1.748052065138539033e-03,1.859469413757324288e-02,1.614485242414877373e-03,2.344594717025756947e-01,3.064196144100989755e-03,5.729198455810546875e-04,0.000000000000000000e+00,1.137256622314453125e-04,0.000000000000000000e+00
1.000000000000000000e+03,5.407094955444335938e-03,6.346496575822062856e-04,1.199183464050293003e-02,7.460671054117781536e-04,1.739892959594726424e-02,1.296140015076428700e-03,2.181559324264526478e-01,6.819806756466643971e-03,4.997253417968750000e-04,0.000000000000000000e+00,8.201599121093750000e-05,0.000000000000000000e+00
1.000000000000000000e+04,5.399775505065917795e-03,2.840750326483251309e-04,1.186692714691162109e-02,4.344299669681642964e-04,1.726670265197753976e-02,5.291866383458619129e-04,2.087237358093261830e-01,1.019031526756045310e-02,1.044511795043945312e-03,0.000000000000000000e+00,6.775856018066406250e-04,0.000000000000000000e+00
1.000000000000000000e+05,1.080279350280761649e-02,2.610361388125603116e-03,1.161701679229736398e-02,2.505463256745286147e-04,2.241981029510498047e-02,2.444637671007722848e-03,2.096739292144775280e-01,2.273741699210783153e-03,1.504921913146972656e-02,0.000000000000000000e+00,6.720066070556640625e-03,0.000000000000000000e+00
1.000000000000000000e+06,5.856909751892089983e-02,1.405533972270691691e-02,1.274776458740234375e-02,1.474306409591989112e-03,7.131686210632323664e-02,1.475515652469027231e-02,2.566615819931030162e-01,1.565456123714049561e-02,1.623938083648681641e-01,0.000000000000000000e+00,7.256650924682617188e-02,0.000000000000000000e+00
5.000000000000000000e+06,3.649014472961426003e-01,3.318644822745812906e-02,2.592623233795166016e-02,2.472760120685966491e-03,3.908276796340942605e-01,3.390525140198721171e-02,1.194754600524902344e+00,3.995695562447706961e-02,8.136923313140869141e-01,0.000000000000000000e+00,3.582644462585449219e-01,0.000000000000000000e+00
1.000000000000000000e+07,7.235671043395995872e-01,4.205389254653845582e-02,4.536361694335937222e-02,6.826156829587139326e-03,7.689307212829590288e-01,4.212245977098763583e-02,2.135932898521423429e+00,2.862138803346293836e-02,1.626578330993652344e+00,0.000000000000000000e+00,6.857635974884033203e-01,0.000000000000000000e+00
2.000000000000000000e+07,1.388391208648681596e+00,1.130754386275798357e-01,7.574098110198974887e-02,1.046717944611133891e-02,1.464132189750671387e+00,1.142882550820506909e-01,3.907190108299255282e+00,1.235192271497313338e-01,3.235112190246582031e+00,0.000000000000000000e+00,1.329365253448486328e+00,0.000000000000000000e+00
5.000000000000000000e+07,2.799848413467407315e+00,1.149818036348924516e-01,1.566084861755371038e-01,1.452428936044228812e-02,2.956456899642944336e+00,1.189575725478628498e-01,8.250652813911438344e+00,1.644375748339992338e-01,8.102248191833496094e+00,0.000000000000000000e+00,3.121756553649902344e+00,0.000000000000000000e+00
7.000000000000000000e+07,4.619373774528503063e+00,6.202261120304273234e-01,2.034920215606689509e-01,1.023524851273177085e-02,4.822865796089172541e+00,6.211388433978212165e-01,1.189980072975158620e+01,5.703009770847797810e-01,1.129999256134033203e+01,0.000000000000000000e+00,4.371844530105590820e+00,0.000000000000000000e+00
9.338890000000000000e+07,7.157095170021056774e+00,1.060299592586221307e+00,2.708724737167358398e-01,2.541134379938021770e-02,7.427967643737792613e+00,1.065190493237124780e+00,1.668989913463592600e+01,1.069228835290105817e+00,1.681449556350708008e+01,0.000000000000000000e+00,5.829202175140380859e+00,0.000000000000000000e+00
