1.000000000000000000e+00,9.252953529357909462e-03,7.900980416070083490e-04,2.446322441101074149e-02,5.389518812052501023e-03,3.371617794036865096e-02,5.840394885538382694e-03,2.271164417266845759e-01,5.369409875174381216e-03,5.230903625488281250e-04,0.000000000000000000e+00,2.894401550292968750e-03,0.000000000000000000e+00
1.000000000000000000e+01,1.051299571990966727e-02,2.128455272979544368e-03,2.202801704406738212e-02,2.795049749002562634e-03,3.254101276397704939e-02,4.273863069608087664e-03,4.549858808517456277e-01,7.665074079137228040e-03,3.972053527832031250e-04,0.000000000000000000e+00,9.536743164062500000e-06,0.000000000000000000e+00
1.000000000000000000e+02,1.119644641876220773e-02,2.182346194044886001e-03,2.180595397949218819e-02,1.779700360413989397e-03,3.300240039825439592e-02,3.294061589414984739e-03,2.684527873992920144e-01,5.794865753278861768e-03,3.771781921386718750e-04,0.000000000000000000e+00,1.525878906250000000e-05,0.000000000000000000e+00
1.000000000000000000e+03,1.069867610931396484e-02,2.283023318405138103e-03,2.342703342437744279e-02,3.819778849303012268e-03,3.412570953369140764e-02,5.038983104070882471e-03,2.551913976669311634e-01,4.831944760840887164e-03,6.012916564941406250e-04,0.000000000000000000e+00,9.250640869140625000e-05,0.000000000000000000e+00
1.000000000000000000e+04,1.088609695434570278e-02,3.769995280706537385e-03,2.318084239959716797e-02,3.161261608059680577e-03,3.406693935394287248e-02,6.691854827707520263e-03,2.457298994064331110e-01,8.057515884823613153e-03,1.134872436523437500e-03,0.000000000000000000e+00,6.718635559082031250e-04,0.000000000000000000e+00
1.000000000000000000e+05,1.443965435028076241e-02,1.592160735203897344e-03,2.220907211303711076e-02,1.512494176297449157e-03,3.664872646331786971e-02,2.641953347766794798e-03,2.467787504196166937e-01,3.579170630459559133e-03,1.628184318542480469e-02,0.000000000000000000e+00,6.991147994995117188e-03,0.000000000000000000e+00
1.000000000000000000e+06,7.619030475616454801e-02,1.438104226918052349e-02,2.181186676025390764e-02,2.292897127199781861e-03,9.800217151641846258e-02,1.499361657813530480e-02,3.132879018783569225e-01,1.634376824514854540e-02,1.779043674468994141e-01,0.000000000000000000e+00,7.537770271301269531e-02,0.000000000000000000e+00
1.000000000000000000e+07,7.013165950775146484e-01,1.181057638788703401e-01,2.742705345153808455e-02,3.336715331973771903e-03,7.287436485290527122e-01,1.198202176320900120e-01,9.420717716217040794e-01,1.190677630754162497e-01,2.048650026321411133e+00,0.000000000000000000e+00,6.855926513671875000e-01,0.000000000000000000e+00
1.000000000000000000e+08,1.075403275489807164e+01,1.042831068477697798e+01,2.954468727111816267e-02,5.310253416649824039e-03,1.078357744216918945e+01,1.042919676258792272e+01,1.100655207633972132e+01,1.043462255284195628e+01,3.533815693855285645e+01,0.000000000000000000e+00,6.235150575637817383e+00,0.000000000000000000e+00
1.260750150000000000e+08,3.419291586875915812e+01,2.185541300364434747e+01,6.478257179260253629e-02,6.233345100751216256e-02,3.425769844055175639e+01,2.188156742867533211e+01,3.449297211170196675e+01,2.185273886656879938e+01,4.604804253578186035e+01,0.000000000000000000e+00,1.034239649772644043e+01,0.000000000000000000e+00
