1.000000000000000000e+00,7.702279090881347830e-03,8.069643942705752478e-04,7.532739639282226216e-03,9.954606121907853562e-04,1.523501873016357491e-02,1.388304421672552271e-03,3.537080287933349471e-02,1.502797352333350590e-03,4.377365112304687500e-04,0.000000000000000000e+00,4.170656204223632812e-03,0.000000000000000000e+00
1.000000000000000000e+01,8.210158348083496441e-03,1.067655293229592987e-03,7.662057876586914062e-03,1.099446440584780265e-03,1.587221622467040877e-02,1.495042604886651647e-03,4.101715087890624861e-02,1.467834528353281244e-02,3.857612609863281250e-04,0.000000000000000000e+00,7.867813110351562500e-06,0.000000000000000000e+00
1.000000000000000000e+02,7.885146141052245400e-03,8.105685205130645169e-04,7.602381706237793142e-03,9.881874664197029534e-04,1.548752784729003941e-02,1.214878002672017086e-03,3.530647754669189592e-02,1.471788108704833896e-03,3.635883331298828125e-04,0.000000000000000000e+00,1.311302185058593750e-05,0.000000000000000000e+00
1.000000000000000000e+03,7.869791984558106163e-03,6.340657554746859104e-04,7.514739036560058247e-03,7.942290476914494511e-04,1.538453102111816441e-02,1.031990176017795165e-03,3.588266372680663785e-02,1.124156989243387797e-03,4.470348358154296875e-04,0.000000000000000000e+00,8.559226989746093750e-05,0.000000000000000000e+00
1.000000000000000000e+04,8.327579498291015972e-03,1.396039777644761913e-03,8.020567893981932900e-03,1.059401488904722008e-03,1.634814739227295061e-02,1.669935813879325692e-03,3.560545444488525529e-02,1.684858105903383951e-03,9.889602661132812500e-04,0.000000000000000000e+00,5.307197570800781250e-04,0.000000000000000000e+00
1.000000000000000000e+05,8.368325233459473350e-03,9.641960511677482703e-04,9.426689147949219097e-03,5.579642893156071780e-03,1.779501438140869071e-02,5.173029682589079005e-03,3.842754364013671597e-02,5.708471536465950340e-03,1.272988319396972656e-02,0.000000000000000000e+00,5.259990692138671875e-03,0.000000000000000000e+00
1.000000000000000000e+06,3.235061168670654019e-02,4.133063700235422785e-03,6.562256813049316059e-03,2.385532106316342769e-04,3.891286849975585799e-02,4.250882404564775008e-03,6.460990905761718195e-02,1.801309960256787177e-02,1.390342712402343750e-01,0.000000000000000000e+00,6.011343002319335938e-02,0.000000000000000000e+00
1.000000000000000000e+07,3.066795349121093639e-01,1.314939628762429834e-02,6.356358528137207031e-03,2.914279978340408449e-04,3.130358934402465709e-01,1.333048048151582593e-02,3.327708721160888561e-01,1.326368471251215299e-02,1.377457141876220703e+00,0.000000000000000000e+00,5.865104198455810547e-01,0.000000000000000000e+00
1.000000000000000000e+08,2.985147714614868164e+00,4.713125009520065245e-02,6.355547904968261372e-03,5.294894304904285273e-04,2.991503262519836337e+00,4.709235638161183429e-02,3.021472191810607999e+00,5.395807210688646077e-02,1.369850897789001465e+01,0.000000000000000000e+00,5.866906166076660156e+00,0.000000000000000000e+00
1.260750150000000000e+08,3.618658542633056641e+00,1.858277476174131360e-01,6.701159477233886892e-03,8.829780627132063475e-04,3.625359702110290350e+00,1.862836285395280400e-01,3.645559501647949396e+00,1.887900360213897455e-01,1.715289163589477539e+01,0.000000000000000000e+00,7.381157159805297852e+00,0.000000000000000000e+00
