1.000000000000000000e+00,9.332895278930664062e-03,2.065062522888183594e-02,2.998352050781250000e-02,2.241504192352294922e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,9.587764739990234375e-03,2.317261695861816406e-02,3.276038169860839844e-02,2.308204174041748047e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,1.063776016235351562e-02,3.954291343688964844e-02,5.018067359924316406e-02,2.376859188079833984e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,9.539127349853515625e-03,2.444648742675781250e-02,3.398561477661132812e-02,2.288968563079833984e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,9.916782379150390625e-03,2.157402038574218750e-02,3.149080276489257812e-02,2.252867221832275391e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,9.850502014160156250e-03,2.161264419555664062e-02,3.146314620971679688e-02,2.304551601409912109e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,7.952928543090820312e-03,2.220916748046875000e-02,3.016209602355957031e-02,2.250740528106689453e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,8.173942565917968750e-03,2.107572555541992188e-02,2.924966812133789062e-02,2.163801193237304688e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,8.812665939331054688e-03,2.264118194580078125e-02,3.145384788513183594e-02,2.289748191833496094e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+00,8.725166320800781250e-03,2.770686149597167969e-02,3.643202781677246094e-02,2.234399318695068359e-01,5.230903625488281250e-04,2.894401550292968750e-03
1.000000000000000000e+01,9.484529495239257812e-03,1.989126205444335938e-02,2.937579154968261719e-02,4.526970386505126953e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,1.070451736450195312e-02,2.022171020507812500e-02,3.092622756958007812e-02,4.449648857116699219e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,1.355481147766113281e-02,2.981472015380859375e-02,4.336953163146972656e-02,4.714331626892089844e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,8.944749832153320312e-03,2.260351181030273438e-02,3.154826164245605469e-02,4.614534378051757812e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,1.490068435668945312e-02,2.170801162719726562e-02,3.660869598388671875e-02,4.573247432708740234e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,1.164388656616210938e-02,2.146720886230468750e-02,3.311109542846679688e-02,4.511144161224365234e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,1.019215583801269531e-02,2.266430854797363281e-02,3.285646438598632812e-02,4.596085548400878906e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,8.680582046508789062e-03,1.958250999450683594e-02,2.826309204101562500e-02,4.570116996765136719e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,8.013248443603515625e-03,2.188229560852050781e-02,2.989554405212402344e-02,4.472422599792480469e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+01,9.010791778564453125e-03,2.044463157653808594e-02,2.945542335510253906e-02,4.470086097717285156e-01,3.972053527832031250e-04,9.536743164062500000e-06
1.000000000000000000e+02,1.073288917541503906e-02,2.641272544860839844e-02,3.714561462402343750e-02,2.737257480621337891e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,1.372599601745605469e-02,2.326416969299316406e-02,3.699016571044921875e-02,2.731812000274658203e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,1.400160789489746094e-02,2.224659919738769531e-02,3.624820709228515625e-02,2.769830226898193359e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,1.388978958129882812e-02,2.197003364562988281e-02,3.585982322692871094e-02,2.753348350524902344e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,1.343846321105957031e-02,2.141714096069335938e-02,3.485560417175292969e-02,2.696242332458496094e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,1.010608673095703125e-02,2.062582969665527344e-02,3.073191642761230469e-02,2.629063129425048828e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,9.056329727172851562e-03,2.054429054260253906e-02,2.960062026977539062e-02,2.662222385406494141e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,9.278059005737304688e-03,2.036142349243164062e-02,2.963948249816894531e-02,2.642126083374023438e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,8.335113525390625000e-03,2.069282531738281250e-02,2.902793884277343750e-02,2.597002983093261719e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+02,9.400129318237304688e-03,2.052450180053710938e-02,2.992463111877441406e-02,2.626373767852783203e-01,3.771781921386718750e-04,1.525878906250000000e-05
1.000000000000000000e+03,9.985685348510742188e-03,2.196311950683593750e-02,3.194880485534667969e-02,2.596473693847656250e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,9.939432144165039062e-03,2.518129348754882812e-02,3.512072563171386719e-02,2.575178146362304688e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,8.167028427124023438e-03,2.763533592224121094e-02,3.580236434936523438e-02,2.516074180603027344e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,1.413702964782714844e-02,2.219605445861816406e-02,3.633308410644531250e-02,2.550754547119140625e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,8.172035217285156250e-03,2.066564559936523438e-02,2.883768081665039062e-02,2.543809413909912109e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,1.448631286621093750e-02,3.277420997619628906e-02,4.726052284240722656e-02,2.658016681671142578e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,1.205372810363769531e-02,2.057385444641113281e-02,3.262758255004882812e-02,2.507774829864501953e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,8.213758468627929688e-03,2.035927772521972656e-02,2.857303619384765625e-02,2.482945919036865234e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,9.506940841674804688e-03,2.222967147827148438e-02,3.173661231994628906e-02,2.570354938507080078e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+03,1.232481002807617188e-02,2.069187164306640625e-02,3.301668167114257812e-02,2.517757415771484375e-01,6.012916564941406250e-04,9.250640869140625000e-05
1.000000000000000000e+04,1.493954658508300781e-02,2.919363975524902344e-02,4.413318634033203125e-02,2.590270042419433594e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,8.138656616210937500e-03,2.282476425170898438e-02,3.096342086791992188e-02,2.389919757843017578e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,7.232427597045898438e-03,2.101826667785644531e-02,2.825069427490234375e-02,2.373304367065429688e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,1.013398170471191406e-02,2.151894569396972656e-02,3.165292739868164062e-02,2.408084869384765625e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,1.179504394531250000e-02,2.049350738525390625e-02,3.228855133056640625e-02,2.439286708831787109e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,2.023077011108398438e-02,2.957773208618164062e-02,4.980850219726562500e-02,2.570765018463134766e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,1.015710830688476562e-02,2.214121818542480469e-02,3.229832649230957031e-02,2.564070224761962891e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,9.650230407714843750e-03,2.195167541503906250e-02,3.160190582275390625e-02,2.410042285919189453e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,8.822679519653320312e-03,2.179598808288574219e-02,3.061866760253906250e-02,2.449524402618408203e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+04,7.760524749755859375e-03,2.129268646240234375e-02,2.905321121215820312e-02,2.377722263336181641e-01,1.134872436523437500e-03,6.718635559082031250e-04
1.000000000000000000e+05,1.334285736083984375e-02,2.395153045654296875e-02,3.729438781738281250e-02,2.438478469848632812e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.541328430175781250e-02,2.349543571472167969e-02,3.890872001647949219e-02,2.490944862365722656e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.751255989074707031e-02,2.207159996032714844e-02,3.958415985107421875e-02,2.493960857391357422e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.643991470336914062e-02,2.554607391357421875e-02,4.198598861694335938e-02,2.547860145568847656e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.411962509155273438e-02,2.130031585693359375e-02,3.541994094848632812e-02,2.462491989135742188e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.262569427490234375e-02,2.171874046325683594e-02,3.434443473815917969e-02,2.452290058135986328e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.525950431823730469e-02,2.131366729736328125e-02,3.657317161560058594e-02,2.434449195861816406e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.241517066955566406e-02,2.088570594787597656e-02,3.330087661743164062e-02,2.436163425445556641e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.325106620788574219e-02,2.095055580139160156e-02,3.420162200927734375e-02,2.430319786071777344e-01,1.628184318542480469e-02,6.991147994995117188e-03
1.000000000000000000e+05,1.401686668395996094e-02,2.085709571838378906e-02,3.487396240234375000e-02,2.490916252136230469e-01,1.628184318542480469e-02,6.991147994995117188e-03
