2.560000000000000000e+02,3.529548645019531467e-04,3.368900923736730231e-05,1.235353946685791016e-02,2.132642305750435518e-03,1.270649433135986363e-02,2.116473057533139503e-03,4.165375232696533203e-02,3.944074100348742874e-03
5.120000000000000000e+02,3.633022308349609267e-04,7.752870705352623562e-05,2.312681674957275252e-02,2.542174813518629107e-03,2.349011898040771415e-02,2.568108645541146082e-03,9.316370487213135321e-02,5.826876246373681803e-03
7.680000000000000000e+02,4.017591476440429471e-04,7.149993516446019354e-05,1.521568298339843681e-02,9.072948892718514730e-04,1.561744213104248116e-02,9.418536389384748108e-04,1.278731346130371205e-01,1.153486112576956359e-02
1.024000000000000000e+03,3.309965133666992079e-04,1.595234108180532587e-05,2.037432193756103654e-02,4.423549827575628396e-03,2.070531845092773299e-02,4.417755305866286064e-03,2.122957468032836970e-01,1.567539122023015735e-02
1.536000000000000000e+03,3.333806991577148329e-04,2.964340756255339195e-05,2.787594795227050712e-02,7.390975784332519220e-03,2.820932865142822266e-02,7.383612579741055844e-03,4.240576744079589955e-01,1.529337595115789518e-02
2.048000000000000000e+03,3.650903701782226454e-04,6.470225609147978716e-05,3.892381191253661832e-02,5.318324751440811626e-03,3.928890228271484514e-02,5.301274691509178828e-03,7.984110832214355025e-01,6.472400334786858334e-02
3.072000000000000000e+03,3.589868545532226671e-04,6.693722514914405208e-05,8.598868846893310824e-02,1.967123170539479202e-02,8.634767532348633368e-02,1.969472471532516741e-02,2.457906365394592285e+00,2.967454866972468186e-01
4.096000000000000000e+03,3.386259078979492079e-04,3.354135920262857513e-05,1.189424514770507785e-01,7.240147659317417231e-03,1.192810773849487249e-01,7.231699860283286735e-03,3.672315716743469238e+00,6.326443300880642273e-02
6.144000000000000000e+03,3.495931625366210829e-04,4.505947781179974604e-05,2.632212877273559792e-01,3.512279048587120533e-02,2.635708808898925559e-01,3.513051526367610977e-02,9.169424653053283691e+00,7.176347042398001363e-01
8.192000000000000000e+03,4.079341888427734375e-04,1.070661362630979810e-04,4.041184902191162220e-01,1.401572263273543131e-02,4.045264244079589955e-01,1.402720984353019069e-02,1.547463166713714600e+01,8.875352869210795248e-01
